            Frequency,              V(L1:2)
11439.5644,0.697665254
11439.8144,0.697642989
11440.0644,0.697620724
11440.3144,0.69759846
11440.56441,0.697576196
11440.81441,0.697553932
11441.06441,0.697531668
11441.31441,0.697509405
11441.56442,0.697487143
11441.81442,0.697464881
11442.06442,0.697442619
11442.31442,0.697420357
11442.56443,0.697398096
11442.81443,0.697375836
11443.06443,0.697353575
11443.31443,0.697331315
11443.56444,0.697309056
11443.81444,0.697286797
11444.06444,0.697264538
11444.31444,0.69724228
11444.56445,0.697220022
11444.81445,0.697197764
11445.06445,0.697175507
11445.31445,0.69715325
11445.56446,0.697130993
11445.81446,0.697108737
11446.06446,0.697086482
11446.31446,0.697064226
11446.56447,0.697041971
11446.81447,0.697019717
11447.06447,0.696997463
11447.31447,0.696975209
11447.56448,0.696952956
11447.81448,0.696930703
11448.06448,0.69690845
11448.31448,0.696886198
11448.56449,0.696863946
11448.81449,0.696841694
11449.06449,0.696819443
11449.31449,0.696797193
11449.5645,0.696774942
11449.8145,0.696752693
11450.0645,0.696730443
11450.3145,0.696708194
11450.56451,0.696685945
11450.81451,0.696663697
11451.06451,0.696641449
11451.31451,0.696619201
11451.56452,0.696596954
11451.81452,0.696574707
11452.06452,0.696552461
11452.31452,0.696530215
11452.56453,0.696507969
11452.81453,0.696485724
11453.06453,0.696463479
11453.31453,0.696441234
11453.56454,0.69641899
11453.81454,0.696396747
11454.06454,0.696374503
11454.31454,0.69635226
11454.56455,0.696330018
11454.81455,0.696307776
11455.06455,0.696285534
11455.31455,0.696263292
11455.56456,0.696241051
11455.81456,0.696218811
11456.06456,0.696196571
11456.31456,0.696174331
11456.56457,0.696152091
11456.81457,0.696129852
11457.06457,0.696107614
11457.31457,0.696085375
11457.56458,0.696063137
11457.81458,0.6960409
11458.06458,0.696018663
11458.31458,0.695996426
11458.56459,0.69597419
11458.81459,0.695951954
11459.06459,0.695929718
11459.31459,0.695907483
11459.5646,0.695885248
11459.8146,0.695863014
11460.0646,0.69584078
11460.3146,0.695818546
11460.56461,0.695796313
11460.81461,0.69577408
11461.06461,0.695751848
11461.31461,0.695729616
11461.56462,0.695707384
11461.81462,0.695685153
11462.06462,0.695662922
11462.31462,0.695640691
11462.56463,0.695618461
11462.81463,0.695596231
11463.06463,0.695574002
11463.31463,0.695551773
11463.56464,0.695529545
11463.81464,0.695507316
11464.06464,0.695485089
11464.31464,0.695462861
11464.56465,0.695440634
11464.81465,0.695418408
11465.06465,0.695396181
11465.31465,0.695373956
11465.56466,0.69535173
11465.81466,0.695329505
11466.06466,0.695307281
11466.31466,0.695285056
11466.56467,0.695262832
11466.81467,0.695240609
11467.06467,0.695218386
11467.31467,0.695196163
11467.56468,0.695173941
11467.81468,0.695151719
11468.06468,0.695129497
11468.31468,0.695107276
11468.56469,0.695085056
11468.81469,0.695062835
11469.06469,0.695040615
11469.31469,0.695018396
11469.5647,0.694996177
11469.8147,0.694973958
11470.0647,0.694951739
11470.3147,0.694929521
11470.56471,0.694907304
11470.81471,0.694885087
11471.06471,0.69486287
11471.31471,0.694840653
11471.56472,0.694818437
11471.81472,0.694796222
11472.06472,0.694774007
11472.31472,0.694751792
11472.56473,0.694729577
11472.81473,0.694707363
11473.06473,0.69468515
11473.31473,0.694662936
11473.56474,0.694640723
11473.81474,0.694618511
11474.06474,0.694596299
11474.31474,0.694574087
11474.56475,0.694551876
11474.81475,0.694529665
11475.06475,0.694507454
11475.31475,0.694485244
11475.56476,0.694463035
11475.81476,0.694440825
11476.06476,0.694418616
11476.31476,0.694396408
11476.56477,0.6943742
11476.81477,0.694351992
11477.06477,0.694329785
11477.31477,0.694307578
11477.56478,0.694285371
11477.81478,0.694263165
11478.06478,0.694240959
11478.31478,0.694218754
11478.56479,0.694196549
11478.81479,0.694174344
11479.06479,0.69415214
11479.31479,0.694129936
11479.5648,0.694107733
11479.8148,0.69408553
11480.0648,0.694063327
11480.3148,0.694041125
11480.56481,0.694018923
11480.81481,0.693996722
11481.06481,0.693974521
11481.31481,0.69395232
11481.56482,0.69393012
11481.81482,0.69390792
11482.06482,0.69388572
11482.31482,0.693863521
11482.56483,0.693841323
11482.81483,0.693819124
11483.06483,0.693796927
11483.31483,0.693774729
11483.56484,0.693752532
11483.81484,0.693730335
11484.06484,0.693708139
11484.31484,0.693685943
11484.56485,0.693663748
11484.81485,0.693641553
11485.06485,0.693619358
11485.31485,0.693597164
11485.56486,0.69357497
11485.81486,0.693552776
11486.06486,0.693530583
11486.31486,0.69350839
11486.56487,0.693486198
11486.81487,0.693464006
11487.06487,0.693441815
11487.31487,0.693419624
11487.56488,0.693397433
11487.81488,0.693375243
11488.06488,0.693353053
11488.31488,0.693330863
11488.56489,0.693308674
11488.81489,0.693286485
11489.06489,0.693264297
11489.31489,0.693242109
11489.5649,0.693219921
11489.8149,0.693197734
11490.0649,0.693175548
11490.3149,0.693153361
11490.56491,0.693131175
11490.81491,0.69310899
11491.06491,0.693086805
11491.31491,0.69306462
11491.56492,0.693042436
11491.81492,0.693020252
11492.06492,0.692998068
11492.31492,0.692975885
11492.56493,0.692953702
11492.81493,0.69293152
11493.06493,0.692909338
11493.31493,0.692887156
11493.56494,0.692864975
11493.81494,0.692842794
11494.06494,0.692820614
11494.31494,0.692798434
11494.56495,0.692776255
11494.81495,0.692754075
11495.06495,0.692731897
11495.31495,0.692709718
11495.56496,0.69268754
11495.81496,0.692665363
11496.06496,0.692643186
11496.31496,0.692621009
11496.56497,0.692598833
11496.81497,0.692576657
11497.06497,0.692554481
11497.31497,0.692532306
11497.56498,0.692510131
11497.81498,0.692487957
11498.06498,0.692465783
11498.31498,0.692443609
11498.56499,0.692421436
11498.81499,0.692399264
11499.06499,0.692377091
11499.31499,0.692354919
11499.565,0.692332748
11499.815,0.692310577
11500.065,0.692288406
11500.315,0.692266236
11500.56501,0.692244066
11500.81501,0.692221896
11501.06501,0.692199727
11501.31501,0.692177558
11501.56502,0.69215539
11501.81502,0.692133222
11502.06502,0.692111055
11502.31502,0.692088887
11502.56503,0.692066721
11502.81503,0.692044554
11503.06503,0.692022388
11503.31503,0.692000223
11503.56504,0.691978058
11503.81504,0.691955893
11504.06504,0.691933729
11504.31504,0.691911565
11504.56505,0.691889402
11504.81505,0.691867238
11505.06505,0.691845076
11505.31505,0.691822913
11505.56506,0.691800752
11505.81506,0.69177859
11506.06506,0.691756429
11506.31506,0.691734268
11506.56507,0.691712108
11506.81507,0.691689948
11507.06507,0.691667789
11507.31507,0.69164563
11507.56508,0.691623471
11507.81508,0.691601313
11508.06508,0.691579155
11508.31508,0.691556998
11508.56509,0.691534841
11508.81509,0.691512684
11509.06509,0.691490528
11509.31509,0.691468372
11509.5651,0.691446216
11509.8151,0.691424061
11510.0651,0.691401907
11510.3151,0.691379753
11510.56511,0.691357599
11510.81511,0.691335445
11511.06511,0.691313292
11511.31511,0.69129114
11511.56512,0.691268988
11511.81512,0.691246836
11512.06512,0.691224685
11512.31512,0.691202534
11512.56513,0.691180383
11512.81513,0.691158233
11513.06513,0.691136083
11513.31513,0.691113934
11513.56514,0.691091785
11513.81514,0.691069636
11514.06514,0.691047488
11514.31514,0.691025341
11514.56515,0.691003193
11514.81515,0.690981046
11515.06515,0.6909589
11515.31515,0.690936754
11515.56516,0.690914608
11515.81516,0.690892463
11516.06516,0.690870318
11516.31516,0.690848173
11516.56517,0.690826029
11516.81517,0.690803886
11517.06517,0.690781743
11517.31517,0.6907596
11517.56518,0.690737457
11517.81518,0.690715315
11518.06518,0.690693174
11518.31518,0.690671032
11518.56519,0.690648892
11518.81519,0.690626751
11519.06519,0.690604611
11519.31519,0.690582472
11519.5652,0.690560332
11519.8152,0.690538194
11520.0652,0.690516055
11520.3152,0.690493917
11520.56521,0.69047178
11520.81521,0.690449643
11521.06521,0.690427506
11521.31521,0.69040537
11521.56522,0.690383234
11521.81522,0.690361098
11522.06522,0.690338963
11522.31522,0.690316828
11522.56523,0.690294694
11522.81523,0.69027256
11523.06523,0.690250427
11523.31523,0.690228294
11523.56524,0.690206161
11523.81524,0.690184029
11524.06524,0.690161897
11524.31524,0.690139766
11524.56525,0.690117635
11524.81525,0.690095504
11525.06525,0.690073374
11525.31525,0.690051244
11525.56526,0.690029115
11525.81526,0.690006986
11526.06526,0.689984857
11526.31526,0.689962729
11526.56527,0.689940601
11526.81527,0.689918474
11527.06527,0.689896347
11527.31527,0.689874221
11527.56528,0.689852094
11527.81528,0.689829969
11528.06528,0.689807843
11528.31528,0.689785719
11528.56529,0.689763594
11528.81529,0.68974147
11529.06529,0.689719346
11529.31529,0.689697223
11529.5653,0.6896751
11529.8153,0.689652978
11530.0653,0.689630856
11530.3153,0.689608734
11530.56531,0.689586613
11530.81531,0.689564493
11531.06531,0.689542372
11531.31531,0.689520252
11531.56532,0.689498133
11531.81532,0.689476014
11532.06532,0.689453895
11532.31532,0.689431777
11532.56533,0.689409659
11532.81533,0.689387541
11533.06533,0.689365424
11533.31533,0.689343308
11533.56534,0.689321191
11533.81534,0.689299075
11534.06534,0.68927696
11534.31534,0.689254845
11534.56535,0.68923273
11534.81535,0.689210616
11535.06535,0.689188503
11535.31535,0.689166389
11535.56536,0.689144276
11535.81536,0.689122164
11536.06536,0.689100052
11536.31536,0.68907794
11536.56537,0.689055829
11536.81537,0.689033718
11537.06537,0.689011607
11537.31537,0.688989497
11537.56538,0.688967388
11537.81538,0.688945278
11538.06538,0.688923169
11538.31538,0.688901061
11538.56539,0.688878953
11538.81539,0.688856846
11539.06539,0.688834738
11539.31539,0.688812632
11539.5654,0.688790525
11539.8154,0.688768419
11540.0654,0.688746314
11540.3154,0.688724209
11540.56541,0.688702104
11540.81541,0.68868
11541.06541,0.688657896
11541.31541,0.688635792
11541.56542,0.688613689
11541.81542,0.688591587
11542.06542,0.688569485
11542.31542,0.688547383
11542.56543,0.688525281
11542.81543,0.688503181
11543.06543,0.68848108
11543.31543,0.68845898
11543.56544,0.68843688
11543.81544,0.688414781
11544.06544,0.688392682
11544.31544,0.688370583
11544.56545,0.688348485
11544.81545,0.688326388
11545.06545,0.688304291
11545.31545,0.688282194
11545.56546,0.688260097
11545.81546,0.688238001
11546.06546,0.688215906
11546.31546,0.688193811
11546.56547,0.688171716
11546.81547,0.688149622
11547.06547,0.688127528
11547.31547,0.688105434
11547.56548,0.688083341
11547.81548,0.688061249
11548.06548,0.688039156
11548.31548,0.688017064
11548.56549,0.687994973
11548.81549,0.687972882
11549.06549,0.687950791
11549.31549,0.687928701
11549.5655,0.687906612
11549.8155,0.687884522
11550.0655,0.687862433
11550.3155,0.687840345
11550.56551,0.687818257
11550.81551,0.687796169
11551.06551,0.687774082
11551.31551,0.687751995
11551.56552,0.687729909
11551.81552,0.687707823
11552.06552,0.687685737
11552.31552,0.687663652
11552.56553,0.687641567
11552.81553,0.687619483
11553.06553,0.687597399
11553.31553,0.687575315
11553.56554,0.687553232
11553.81554,0.68753115
11554.06554,0.687509068
11554.31554,0.687486986
11554.56555,0.687464904
11554.81555,0.687442823
11555.06555,0.687420743
11555.31555,0.687398663
11555.56556,0.687376583
11555.81556,0.687354504
11556.06556,0.687332425
11556.31556,0.687310346
11556.56557,0.687288268
11556.81557,0.687266191
11557.06557,0.687244113
11557.31557,0.687222036
11557.56558,0.68719996
11557.81558,0.687177884
11558.06558,0.687155809
11558.31558,0.687133733
11558.56559,0.687111659
11558.81559,0.687089584
11559.06559,0.687067511
11559.31559,0.687045437
11559.5656,0.687023364
11559.8156,0.687001292
11560.0656,0.686979219
11560.3156,0.686957148
11560.56561,0.686935076
11560.81561,0.686913005
11561.06561,0.686890935
11561.31561,0.686868865
11561.56562,0.686846795
11561.81562,0.686824726
11562.06562,0.686802657
11562.31562,0.686780588
11562.56563,0.686758521
11562.81563,0.686736453
11563.06563,0.686714386
11563.31563,0.686692319
11563.56564,0.686670253
11563.81564,0.686648187
11564.06564,0.686626121
11564.31564,0.686604056
11564.56565,0.686581992
11564.81565,0.686559927
11565.06565,0.686537864
11565.31565,0.6865158
11565.56566,0.686493737
11565.81566,0.686471675
11566.06566,0.686449613
11566.31566,0.686427551
11566.56567,0.68640549
11566.81567,0.686383429
11567.06567,0.686361369
11567.31567,0.686339309
11567.56568,0.686317249
11567.81568,0.68629519
11568.06568,0.686273131
11568.31568,0.686251073
11568.56569,0.686229015
11568.81569,0.686206957
11569.06569,0.6861849
11569.31569,0.686162844
11569.5657,0.686140788
11569.8157,0.686118732
11570.0657,0.686096676
11570.3157,0.686074621
11570.56571,0.686052567
11570.81571,0.686030513
11571.06571,0.686008459
11571.31571,0.685986406
11571.56572,0.685964353
11571.81572,0.685942301
11572.06572,0.685920249
11572.31572,0.685898197
11572.56573,0.685876146
11572.81573,0.685854095
11573.06573,0.685832045
11573.31573,0.685809995
11573.56574,0.685787946
11573.81574,0.685765897
11574.06574,0.685743848
11574.31574,0.6857218
11574.56575,0.685699752
11574.81575,0.685677705
11575.06575,0.685655658
11575.31575,0.685633612
11575.56576,0.685611566
11575.81576,0.68558952
11576.06576,0.685567475
11576.31576,0.68554543
11576.56577,0.685523386
11576.81577,0.685501342
11577.06577,0.685479298
11577.31577,0.685457255
11577.56578,0.685435212
11577.81578,0.68541317
11578.06578,0.685391128
11578.31578,0.685369087
11578.56579,0.685347046
11578.81579,0.685325005
11579.06579,0.685302965
11579.31579,0.685280926
11579.5658,0.685258886
11579.8158,0.685236848
11580.0658,0.685214809
11580.3158,0.685192771
11580.56581,0.685170734
11580.81581,0.685148696
11581.06581,0.68512666
11581.31581,0.685104623
11581.56582,0.685082588
11581.81582,0.685060552
11582.06582,0.685038517
11582.31582,0.685016483
11582.56583,0.684994448
11582.81583,0.684972415
11583.06583,0.684950381
11583.31583,0.684928349
11583.56584,0.684906316
11583.81584,0.684884284
11584.06584,0.684862252
11584.31584,0.684840221
11584.56585,0.684818191
11584.81585,0.68479616
11585.06585,0.68477413
11585.31585,0.684752101
11585.56586,0.684730072
11585.81586,0.684708043
11586.06586,0.684686015
11586.31586,0.684663987
11586.56587,0.68464196
11586.81587,0.684619933
11587.06587,0.684597907
11587.31587,0.684575881
11587.56588,0.684553855
11587.81588,0.68453183
11588.06588,0.684509805
11588.31588,0.684487781
11588.56589,0.684465757
11588.81589,0.684443733
11589.06589,0.68442171
11589.31589,0.684399688
11589.5659,0.684377665
11589.8159,0.684355644
11590.0659,0.684333622
11590.3159,0.684311601
11590.56591,0.684289581
11590.81591,0.684267561
11591.06591,0.684245541
11591.31591,0.684223522
11591.56592,0.684201503
11591.81592,0.684179485
11592.06592,0.684157467
11592.31592,0.684135449
11592.56593,0.684113432
11592.81593,0.684091416
11593.06593,0.684069399
11593.31593,0.684047384
11593.56594,0.684025368
11593.81594,0.684003353
11594.06594,0.683981339
11594.31594,0.683959325
11594.56595,0.683937311
11594.81595,0.683915298
11595.06595,0.683893285
11595.31595,0.683871273
11595.56596,0.683849261
11595.81596,0.683827249
11596.06596,0.683805238
11596.31596,0.683783228
11596.56597,0.683761218
11596.81597,0.683739208
11597.06597,0.683717198
11597.31597,0.68369519
11597.56598,0.683673181
11597.81598,0.683651173
11598.06598,0.683629165
11598.31598,0.683607158
11598.56599,0.683585151
11598.81599,0.683563145
11599.06599,0.683541139
11599.31599,0.683519134
11599.566,0.683497129
11599.816,0.683475124
11600.066,0.68345312
11600.316,0.683431116
11600.56601,0.683409113
11600.81601,0.68338711
11601.06601,0.683365108
11601.31601,0.683343106
11601.56602,0.683321104
11601.81602,0.683299103
11602.06602,0.683277102
11602.31602,0.683255102
11602.56603,0.683233102
11602.81603,0.683211103
11603.06603,0.683189104
11603.31603,0.683167105
11603.56604,0.683145107
11603.81604,0.683123109
11604.06604,0.683101112
11604.31604,0.683079115
11604.56605,0.683057119
11604.81605,0.683035123
11605.06605,0.683013127
11605.31605,0.682991132
11605.56606,0.682969137
11605.81606,0.682947143
11606.06606,0.682925149
11606.31606,0.682903156
11606.56607,0.682881163
11606.81607,0.68285917
11607.06607,0.682837178
11607.31607,0.682815187
11607.56608,0.682793195
11607.81608,0.682771205
11608.06608,0.682749214
11608.31608,0.682727224
11608.56609,0.682705235
11608.81609,0.682683246
11609.06609,0.682661257
11609.31609,0.682639269
11609.5661,0.682617281
11609.8161,0.682595294
11610.0661,0.682573307
11610.3161,0.682551321
11610.56611,0.682529335
11610.81611,0.682507349
11611.06611,0.682485364
11611.31611,0.682463379
11611.56612,0.682441395
11611.81612,0.682419411
11612.06612,0.682397428
11612.31612,0.682375445
11612.56613,0.682353462
11612.81613,0.68233148
11613.06613,0.682309498
11613.31613,0.682287517
11613.56614,0.682265536
11613.81614,0.682243556
11614.06614,0.682221576
11614.31614,0.682199596
11614.56615,0.682177617
11614.81615,0.682155639
11615.06615,0.682133661
11615.31615,0.682111683
11615.56616,0.682089705
11615.81616,0.682067729
11616.06616,0.682045752
11616.31616,0.682023776
11616.56617,0.6820018
11616.81617,0.681979825
11617.06617,0.681957851
11617.31617,0.681935876
11617.56618,0.681913902
11617.81618,0.681891929
11618.06618,0.681869956
11618.31618,0.681847984
11618.56619,0.681826011
11618.81619,0.68180404
11619.06619,0.681782069
11619.31619,0.681760098
11619.5662,0.681738127
11619.8162,0.681716157
11620.0662,0.681694188
11620.3162,0.681672219
11620.56621,0.68165025
11620.81621,0.681628282
11621.06621,0.681606314
11621.31621,0.681584347
11621.56622,0.68156238
11621.81622,0.681540414
11622.06622,0.681518448
11622.31622,0.681496482
11622.56623,0.681474517
11622.81623,0.681452552
11623.06623,0.681430588
11623.31623,0.681408624
11623.56624,0.681386661
11623.81624,0.681364698
11624.06624,0.681342736
11624.31624,0.681320774
11624.56625,0.681298812
11624.81625,0.681276851
11625.06625,0.68125489
11625.31625,0.68123293
11625.56626,0.68121097
11625.81626,0.68118901
11626.06626,0.681167051
11626.31626,0.681145093
11626.56627,0.681123135
11626.81627,0.681101177
11627.06627,0.68107922
11627.31627,0.681057263
11627.56628,0.681035307
11627.81628,0.681013351
11628.06628,0.680991395
11628.31628,0.68096944
11628.56629,0.680947486
11628.81629,0.680925531
11629.06629,0.680903578
11629.31629,0.680881624
11629.5663,0.680859671
11629.8163,0.680837719
11630.0663,0.680815767
11630.3163,0.680793816
11630.56631,0.680771864
11630.81631,0.680749914
11631.06631,0.680727964
11631.31631,0.680706014
11631.56632,0.680684064
11631.81632,0.680662115
11632.06632,0.680640167
11632.31632,0.680618219
11632.56633,0.680596271
11632.81633,0.680574324
11633.06633,0.680552378
11633.31633,0.680530431
11633.56634,0.680508485
11633.81634,0.68048654
11634.06634,0.680464595
11634.31634,0.680442651
11634.56635,0.680420707
11634.81635,0.680398763
11635.06635,0.68037682
11635.31635,0.680354877
11635.56636,0.680332935
11635.81636,0.680310993
11636.06636,0.680289051
11636.31636,0.68026711
11636.56637,0.68024517
11636.81637,0.68022323
11637.06637,0.68020129
11637.31637,0.680179351
11637.56638,0.680157412
11637.81638,0.680135474
11638.06638,0.680113536
11638.31638,0.680091598
11638.56639,0.680069661
11638.81639,0.680047725
11639.06639,0.680025789
11639.31639,0.680003853
11639.5664,0.679981918
11639.8164,0.679959983
11640.0664,0.679938049
11640.3164,0.679916115
11640.56641,0.679894181
11640.81641,0.679872248
11641.06641,0.679850316
11641.31641,0.679828383
11641.56642,0.679806452
11641.81642,0.679784521
11642.06642,0.67976259
11642.31642,0.679740659
11642.56643,0.679718729
11642.81643,0.6796968
11643.06643,0.679674871
11643.31643,0.679652942
11643.56644,0.679631014
11643.81644,0.679609086
11644.06644,0.679587159
11644.31644,0.679565232
11644.56645,0.679543306
11644.81645,0.67952138
11645.06645,0.679499454
11645.31645,0.679477529
11645.56646,0.679455605
11645.81646,0.67943368
11646.06646,0.679411757
11646.31646,0.679389833
11646.56647,0.679367911
11646.81647,0.679345988
11647.06647,0.679324066
11647.31647,0.679302145
11647.56648,0.679280224
11647.81648,0.679258303
11648.06648,0.679236383
11648.31648,0.679214463
11648.56649,0.679192544
11648.81649,0.679170625
11649.06649,0.679148706
11649.31649,0.679126788
11649.5665,0.679104871
11649.8165,0.679082954
11650.0665,0.679061037
11650.3165,0.679039121
11650.56651,0.679017205
11650.81651,0.67899529
11651.06651,0.678973375
11651.31651,0.678951461
11651.56652,0.678929547
11651.81652,0.678907633
11652.06652,0.67888572
11652.31652,0.678863807
11652.56653,0.678841895
11652.81653,0.678819984
11653.06653,0.678798072
11653.31653,0.678776161
11653.56654,0.678754251
11653.81654,0.678732341
11654.06654,0.678710432
11654.31654,0.678688522
11654.56655,0.678666614
11654.81655,0.678644706
11655.06655,0.678622798
11655.31655,0.678600891
11655.56656,0.678578984
11655.81656,0.678557077
11656.06656,0.678535171
11656.31656,0.678513266
11656.56657,0.678491361
11656.81657,0.678469456
11657.06657,0.678447552
11657.31657,0.678425648
11657.56658,0.678403745
11657.81658,0.678381842
11658.06658,0.67835994
11658.31658,0.678338038
11658.56659,0.678316136
11658.81659,0.678294235
11659.06659,0.678272335
11659.31659,0.678250435
11659.5666,0.678228535
11659.8166,0.678206636
11660.0666,0.678184737
11660.3166,0.678162839
11660.56661,0.678140941
11660.81661,0.678119043
11661.06661,0.678097146
11661.31661,0.67807525
11661.56662,0.678053354
11661.81662,0.678031458
11662.06662,0.678009563
11662.31662,0.677987668
11662.56663,0.677965774
11662.81663,0.67794388
11663.06663,0.677921986
11663.31663,0.677900093
11663.56664,0.677878201
11663.81664,0.677856309
11664.06664,0.677834417
11664.31664,0.677812526
11664.56665,0.677790635
11664.81665,0.677768745
11665.06665,0.677746855
11665.31665,0.677724965
11665.56666,0.677703077
11665.81666,0.677681188
11666.06666,0.6776593
11666.31666,0.677637412
11666.56667,0.677615525
11666.81667,0.677593639
11667.06667,0.677571752
11667.31667,0.677549866
11667.56668,0.677527981
11667.81668,0.677506096
11668.06668,0.677484212
11668.31668,0.677462328
11668.56669,0.677440444
11668.81669,0.677418561
11669.06669,0.677396678
11669.31669,0.677374796
11669.5667,0.677352914
11669.8167,0.677331033
11670.0667,0.677309152
11670.3167,0.677287272
11670.56671,0.677265392
11670.81671,0.677243512
11671.06671,0.677221633
11671.31671,0.677199755
11671.56672,0.677177876
11671.81672,0.677155999
11672.06672,0.677134122
11672.31672,0.677112245
11672.56673,0.677090368
11672.81673,0.677068492
11673.06673,0.677046617
11673.31673,0.677024742
11673.56674,0.677002867
11673.81674,0.676980993
11674.06674,0.67695912
11674.31674,0.676937246
11674.56675,0.676915374
11674.81675,0.676893501
11675.06675,0.676871629
11675.31675,0.676849758
11675.56676,0.676827887
11675.81676,0.676806017
11676.06676,0.676784147
11676.31676,0.676762277
11676.56677,0.676740408
11676.81677,0.676718539
11677.06677,0.676696671
11677.31677,0.676674803
11677.56678,0.676652936
11677.81678,0.676631069
11678.06678,0.676609202
11678.31678,0.676587336
11678.56679,0.676565471
11678.81679,0.676543606
11679.06679,0.676521741
11679.31679,0.676499877
11679.5668,0.676478013
11679.8168,0.67645615
11680.0668,0.676434287
11680.3168,0.676412425
11680.56681,0.676390563
11680.81681,0.676368701
11681.06681,0.67634684
11681.31681,0.67632498
11681.56682,0.67630312
11681.81682,0.67628126
11682.06682,0.676259401
11682.31682,0.676237542
11682.56683,0.676215684
11682.81683,0.676193826
11683.06683,0.676171969
11683.31683,0.676150112
11683.56684,0.676128255
11683.81684,0.676106399
11684.06684,0.676084544
11684.31684,0.676062689
11684.56685,0.676040834
11684.81685,0.67601898
11685.06685,0.675997126
11685.31685,0.675975273
11685.56686,0.67595342
11685.81686,0.675931567
11686.06686,0.675909715
11686.31686,0.675887864
11686.56687,0.675866013
11686.81687,0.675844162
11687.06687,0.675822312
11687.31687,0.675800463
11687.56688,0.675778613
11687.81688,0.675756765
11688.06688,0.675734916
11688.31688,0.675713068
11688.56689,0.675691221
11688.81689,0.675669374
11689.06689,0.675647528
11689.31689,0.675625682
11689.5669,0.675603836
11689.8169,0.675581991
11690.0669,0.675560146
11690.3169,0.675538302
11690.56691,0.675516458
11690.81691,0.675494615
11691.06691,0.675472772
11691.31691,0.67545093
11691.56692,0.675429088
11691.81692,0.675407246
11692.06692,0.675385405
11692.31692,0.675363565
11692.56693,0.675341725
11692.81693,0.675319885
11693.06693,0.675298046
11693.31693,0.675276207
11693.56694,0.675254369
11693.81694,0.675232531
11694.06694,0.675210693
11694.31694,0.675188856
11694.56695,0.67516702
11694.81695,0.675145184
11695.06695,0.675123348
11695.31695,0.675101513
11695.56696,0.675079679
11695.81696,0.675057845
11696.06696,0.675036011
11696.31696,0.675014178
11696.56697,0.674992345
11696.81697,0.674970512
11697.06697,0.67494868
11697.31697,0.674926849
11697.56698,0.674905018
11697.81698,0.674883187
11698.06698,0.674861357
11698.31698,0.674839528
11698.56699,0.674817699
11698.81699,0.67479587
11699.06699,0.674774042
11699.31699,0.674752214
11699.567,0.674730387
11699.817,0.67470856
11700.067,0.674686733
11700.317,0.674664907
11700.56701,0.674643082
11700.81701,0.674621257
11701.06701,0.674599432
11701.31701,0.674577608
11701.56702,0.674555784
11701.81702,0.674533961
11702.06702,0.674512138
11702.31702,0.674490316
11702.56703,0.674468494
11702.81703,0.674446673
11703.06703,0.674424852
11703.31703,0.674403032
11703.56704,0.674381212
11703.81704,0.674359392
11704.06704,0.674337573
11704.31704,0.674315754
11704.56705,0.674293936
11704.81705,0.674272118
11705.06705,0.674250301
11705.31705,0.674228484
11705.56706,0.674206668
11705.81706,0.674184852
11706.06706,0.674163037
11706.31706,0.674141222
11706.56707,0.674119407
11706.81707,0.674097593
11707.06707,0.67407578
11707.31707,0.674053967
11707.56708,0.674032154
11707.81708,0.674010342
11708.06708,0.67398853
11708.31708,0.673966719
11708.56709,0.673944908
11708.81709,0.673923097
11709.06709,0.673901288
11709.31709,0.673879478
11709.5671,0.673857669
11709.8171,0.673835861
11710.0671,0.673814053
11710.3171,0.673792245
11710.56711,0.673770438
11710.81711,0.673748631
11711.06711,0.673726825
11711.31711,0.673705019
11711.56712,0.673683214
11711.81712,0.673661409
11712.06712,0.673639605
11712.31712,0.673617801
11712.56713,0.673595997
11712.81713,0.673574194
11713.06713,0.673552392
11713.31713,0.67353059
11713.56714,0.673508788
11713.81714,0.673486987
11714.06714,0.673465186
11714.31714,0.673443386
11714.56715,0.673421586
11714.81715,0.673399787
11715.06715,0.673377988
11715.31715,0.67335619
11715.56716,0.673334392
11715.81716,0.673312594
11716.06716,0.673290797
11716.31716,0.673269001
11716.56717,0.673247205
11716.81717,0.673225409
11717.06717,0.673203614
11717.31717,0.673181819
11717.56718,0.673160025
11717.81718,0.673138231
11718.06718,0.673116438
11718.31718,0.673094645
11718.56719,0.673072853
11718.81719,0.673051061
11719.06719,0.673029269
11719.31719,0.673007478
11719.5672,0.672985688
11719.8172,0.672963898
11720.0672,0.672942108
11720.3172,0.672920319
11720.56721,0.67289853
11720.81721,0.672876742
11721.06721,0.672854955
11721.31721,0.672833167
11721.56722,0.67281138
11721.81722,0.672789594
11722.06722,0.672767808
11722.31722,0.672746023
11722.56723,0.672724238
11722.81723,0.672702453
11723.06723,0.672680669
11723.31723,0.672658886
11723.56724,0.672637102
11723.81724,0.67261532
11724.06724,0.672593538
11724.31724,0.672571756
11724.56725,0.672549975
11724.81725,0.672528194
11725.06725,0.672506414
11725.31725,0.672484634
11725.56726,0.672462854
11725.81726,0.672441075
11726.06726,0.672419297
11726.31726,0.672397519
11726.56727,0.672375741
11726.81727,0.672353964
11727.06727,0.672332188
11727.31727,0.672310411
11727.56728,0.672288636
11727.81728,0.67226686
11728.06728,0.672245086
11728.31728,0.672223311
11728.56729,0.672201538
11728.81729,0.672179764
11729.06729,0.672157991
11729.31729,0.672136219
11729.5673,0.672114447
11729.8173,0.672092675
11730.0673,0.672070904
11730.3173,0.672049134
11730.56731,0.672027364
11730.81731,0.672005594
